tipo_establecimiento,tipo_titularidad,direccion_completa,municipio_nombre,direccion_via_codigo,direccion_via_nombre,direccion_portal_numero,direccion_codigo_postal,direccion_coordenada_x,direccion_coordenada_y,codigo_dea
Instalaciones de transporte,Pública,"Valdemoro, Paseo, de la Estación, 0, 28343",Valdemoro,Paseo,de la Estación,0,28343,443411,4449735,"2019-2876"
Centro educativo,Pública,"Valdemoro, Calle, Fuentecilla, 18, 28341",Valdemoro,Calle,Fuentecilla,18,28341,441777,4448658,"2018-1785"
Otros,Pública,"Villanueva del Pardillo, Calle, los Cerezos, 0, 28229",Villanueva del Pardillo,Calle,los Cerezos,0,28229,420315,4482463,"2021-620"
Centros residenciales de mayores con 200 plazas,Pública,"Villanueva del Pardillo, Cmno, del Caño, 3, 28229",Villanueva del Pardillo,Cmno,del Caño,3,28229,418259,4482485,"2021-628"
Centro educativo,Pública,"Villanueva del Pardillo, Calle, Colmenarejo, 40, 28229",Villanueva del Pardillo,Calle,Colmenarejo,40,28229,414834,4492097,"2019-2323"
Centro educativo,Pública,"Villanueva del Pardillo, Calle, Colmenarejo, 17, 28229",Villanueva del Pardillo,Calle,Colmenarejo,17,28229,418175,4482660,"2021-725"
Centro educativo,Pública,"Madrid, Calle, de Maqueda, 8, 28024",Madrid,Calle,de Maqueda,8,28024,435023,4471800,"2017-173"
Centro educativo,Privada,"Madrid, Calle, de Maqueda, 2, 28024",Madrid,Calle,de Maqueda,2,28024,435042,4471838,"2018-372"
"Instalación, centro o complejo deportivo con más de 500 usuarios diarios",Privada,"Madrid, Calle, de Maqueda, 30, 28024",Madrid,Calle,de Maqueda,30,28024,435053,4471716,"2018-738"
Centro educativo,Privada,"Madrid, Calle, del Mar de Coral, 3, 28033",Madrid,Calle,del Mar de Coral,3,28033,445680,4480738,"2019-397"
Establecimiento dependiente de una Administración Pública,Pública,"Madrid, Calle, del Mar de las Antillas, 8, 28033",Madrid,Calle,del Mar de las Antillas,8,28033,445205,4480702,"2019-621"
Establecimiento dependiente de una Administración Pública,Pública,"Madrid, Calle, del Mar de las Antillas, 8, 28033",Madrid,Calle,del Mar de las Antillas,8,28033,445204,4480697,"2019-653"
Establecimiento dependiente de una Administración Pública,Pública,"Madrid, Calle, del Mar de las Antillas, 10, 28033",Madrid,Calle,del Mar de las Antillas,10,28033,467329,4459275,"2019-566"
Centro educativo,Privada,"Madrid, Calle, de Marcenado, 50, 28002",Madrid,Calle,de Marcenado,50,28002,442879,4477931,"2019-168"
Otros,Privada,"Madrid, Calle, de María de Molina, 54, 28006",Madrid,Calle,de María de Molina,54,28006,442334,4476522,"2017-424"
Otros,Privada,"Madrid, Calle, de María de Molina, 54, 28006",Madrid,Calle,de María de Molina,54,28006,442335,4476518,"2018-1621"
Centro educativo,Privada,"Madrid, Calle, de María de Molina, 41, 28006",Madrid,Calle,de María de Molina,41,28006,442450,4476532,"2018-2459"
Otros,Privada,"Madrid, Calle, de María de Molina, 37, 28006",Madrid,Calle,de María de Molina,37,28006,442287,4476573,"2018-3016"
Centro de trabajo con más de 250 trabajadores,Privada,"Madrid, Calle, de María de Molina, 40, 28006",Madrid,Calle,de María de Molina,40,28006,442100,4476534,"2020-868"
Centro de trabajo con más de 250 trabajadores,Privada,"Madrid, Calle, de María de Molina, 4, 28006",Madrid,Calle,de María de Molina,4,28006,441571,4476567,"2021-745"
Centro de trabajo con más de 250 trabajadores,Privada,"Madrid, Calle, de María de Molina, 6, 28006",Madrid,Calle,de María de Molina,6,28006,441610,4476565,"2021-746"
Centro de trabajo con más de 250 trabajadores,Privada,"Madrid, Calle, de María de Molina, 40, 28006",Madrid,Calle,de María de Molina,40,28006,442099,4476535,"2023-516"
Otros,Privada,"Madrid, Calle, de María de Molina, 4, 28006",Madrid,Calle,de María de Molina,4,28006,441570,4476572,"2024-516"
Otros,Privada,"Madrid, Calle, de María de Molina, 46, 28006",Madrid,Calle,de María de Molina,46,28006,442159,4476532,"2024-853"
Instalaciones de transporte,Pública,"Madrid, Plaza, de la República Argentina, 8, 28002",Madrid,Plaza,de la República Argentina,8,28002,441920,4477382,"2018-3072"
Otros,Privada,"Madrid, Plaza, de la República Argentina, 6, 28002",Madrid,Plaza,de la República Argentina,6,28002,441899,4477458,"2021-470"
Establecimiento dependiente de una Administración Pública,Pública,"Madrid, Paseo, de la República de Cuba, 28009",Madrid,Paseo,de la República de Cuba,,28009,441975,4474023,"2018-2263"
Centro educativo,Privada,"Madrid, Calle, de Repullés y Vargas, 11, 28011",Madrid,Calle,de Repullés y Vargas,11,28011,437714,4473503,"2018-2123"
Otros,Privada,"Madrid, Calle, de la Resina, 5, 28021",Madrid,Calle,de la Resina,5,28021,440951,4465087,"2018-3169"
Instalaciones de transporte,Pública,"Madrid, Calle, del Retablo de Melisendra, 1, 28034",Madrid,Calle,del Retablo de Melisendra,1,28034,441541,4479815,"2018-3077"
Instalaciones de transporte,Pública,"Madrid, Calle, del Retablo de Melisendra, 0, 28034",Madrid,Calle,del Retablo de Melisendra,0,28034,441180,4483777,"2021-285"
Otros,Privada,"Madrid, Calle, de la Retama, 7, 28045",Madrid,Calle,de la Retama,7,28045,442622,4471678,"2018-78"
Centro de trabajo con más de 250 trabajadores,Privada,"Madrid, Calle, de la Retama, 8, 28045",Madrid,Calle,de la Retama,8,28045,442633,4471757,"2019-930"
Centro de trabajo con más de 250 trabajadores,Privada,"Madrid, Calle, de la Retama, 1, 28045",Madrid,Calle,de la Retama,1,28045,442741,4471792,"2017-220"
Centro de trabajo con más de 250 trabajadores,Privada,"Madrid, Calle, de la Retama, 1, 28045",Madrid,Calle,de la Retama,1,28045,442741,4471792,"2017-221"
Centro de trabajo con más de 250 trabajadores,Privada,"Madrid, Calle, de la Retama, 1, 28045",Madrid,Calle,de la Retama,1,28045,442741,4471792,"2017-222"
Otros,Privada,"Madrid, Calle, de la Retama, 7, 28045",Madrid,Calle,de la Retama,7,28045,442611,4471671,"2024-221"
Centro de trabajo con más de 250 trabajadores,Privada,"Madrid, Paseo, del Rey, 32, 28008",Madrid,Paseo,del Rey,32,28008,438758,4475154,"2024-96"
Centro de trabajo con más de 250 trabajadores,Privada,"Madrid, Paseo, del Rey, 30, 28008",Madrid,Paseo,del Rey,30,28008,438818,4475084,"2024-95"
Centro educativo,Privada,"Madrid, Calle, del Rey Francisco, 4, 28008",Madrid,Calle,del Rey Francisco,4,28008,439323,4475512,"2020-876"
Establecimiento dependiente de una Administración Pública,Pública,"Madrid, Avda, de los Reyes Católicos, 6, 28040",Madrid,Avda,de los Reyes Católicos,6,28040,438767,4476623,"2019-2703"
Centro de trabajo con más de 250 trabajadores,Privada,"Madrid, Calle, de Prim, 3, 28004",Madrid,Calle,de Prim,3,28004,440812,4474062,"2019-407"
Establecimiento dependiente de una Administración Pública,Pública,"Madrid, Calle, de Prim, 10, 28004",Madrid,Calle,de Prim,10,28004,441197,4474787,"2021-302"
Establecimiento dependiente de una Administración Pública,Pública,"Madrid, Calle, de Prim, 10, 28004",Madrid,Calle,de Prim,10,28004,441197,4474787,"2021-254"
Establecimiento dependiente de una Administración Pública,Pública,"Madrid, Calle, de Prim, 10, 28004",Madrid,Calle,de Prim,10,28004,441197,4474787,"2021-234"
Establecimiento dependiente de una Administración Pública,Pública,"Madrid, Calle, de Prim, 10, 28004",Madrid,Calle,de Prim,10,28004,441197,4474787,"2021-256"
Establecimiento dependiente de una Administración Pública,Pública,"Madrid, Calle, de Prim, 10, 28004",Madrid,Calle,de Prim,10,28004,441197,4474787,"2021-257"
Establecimiento dependiente de una Administración Pública,Pública,"Madrid, Calle, de Prim, 10, 28004",Madrid,Calle,de Prim,10,28004,441197,4474787,"2021-258"
Establecimiento dependiente de una Administración Pública,Pública,"Madrid, Calle, de Prim, 10, 28004",Madrid,Calle,de Prim,10,28004,441197,4474787,"2021-259"
Establecimiento dependiente de una Administración Pública,Pública,"Madrid, Calle, de Prim, 10, 28004",Madrid,Calle,de Prim,10,28004,441197,4474787,"2021-235"
Establecimiento dependiente de una Administración Pública,Pública,"Madrid, Calle, de Prim, 10, 28004",Madrid,Calle,de Prim,10,28004,441197,4474787,"2021-236"
Establecimiento dependiente de una Administración Pública,Pública,"Madrid, Calle, de Prim, 10, 28004",Madrid,Calle,de Prim,10,28004,441197,4474787,"2021-237"
Establecimiento dependiente de una Administración Pública,Pública,"Madrid, Calle, de Prim, 10, 28004",Madrid,Calle,de Prim,10,28004,441197,4474787,"2021-301"
Centro de trabajo con más de 250 trabajadores,Privada,"Madrid, Calle, de Prim, 19, 28004",Madrid,Calle,de Prim,19,28004,441202,4474824,"2023-518"
Otros,Privada,"Madrid, Calle, de la Princesa, 23, 28008",Madrid,Calle,de la Princesa,23,28008,439453,4475376,"2018-141"
Otros,Privada,"Madrid, Calle, de la Princesa, 23, 28008",Madrid,Calle,de la Princesa,23,28008,439453,4475376,"2018-142"
Otros,Privada,"Madrid, Calle, de la Princesa, 23, 28008",Madrid,Calle,de la Princesa,23,28008,439453,4475376,"2018-143"
Otros,Privada,"Madrid, Calle, de la Princesa, 23, 28008",Madrid,Calle,de la Princesa,23,28008,439453,4475376,"2018-144"
Instalaciones de transporte,Pública,"Madrid, Calle, de la Princesa, 56, 28008",Madrid,Calle,de la Princesa,56,28008,439275,4475767,"2018-2786"
Instalaciones de transporte,Pública,"Madrid, Calle, de la Princesa, 23, 28008",Madrid,Calle,de la Princesa,23,28008,439456,4475391,"2018-2944"
Instalaciones de transporte,Pública,"Madrid, Calle, de la Princesa, 56, 28008",Madrid,Calle,de la Princesa,56,28008,439275,4475767,"2018-2830"
Grandes establecimientos comerciales con una superficie superior a 2500 m2,Privada,"Madrid, Calle, de la Princesa, 47, 28008",Madrid,Calle,de la Princesa,47,28008,439256,4475738,"2019-98"
Otros,Privada,"Madrid, Calle, de la Princesa, 25, 28008",Madrid,Calle,de la Princesa,25,28008,439435,4475409,"2019-2420"
Establecimiento dependiente de una Administración Pública,Pública,"Madrid, Calle, de la Princesa, 5, 28008",Madrid,Calle,de la Princesa,5,28008,439520,4475224,"2019-2421"
Grandes establecimientos comerciales con una superficie superior a 2500 m2,Privada,"Madrid, Calle, de la Princesa, 56, 28008",Madrid,Calle,de la Princesa,56,28008,439298,4475744,"2019-94"
Grandes establecimientos comerciales con una superficie superior a 2500 m2,Privada,"Madrid, Calle, de la Princesa, 47, 28008",Madrid,Calle,de la Princesa,47,28008,439253,4475736,"2019-85"
Grandes establecimientos comerciales con una superficie superior a 2500 m2,Privada,"Madrid, Calle, de la Princesa, 56, 28008",Madrid,Calle,de la Princesa,56,28008,439298,4475744,"2019-93"
Otros,Privada,"Madrid, Calle, de la Princesa, 20, 28008",Madrid,Calle,de la Princesa,20,28008,439546,4475459,"2020-267"
Instalaciones de transporte,Pública,"Madrid, Calle, de la Princesa, 56, 28008",Madrid,Calle,de la Princesa,56,28008,439275,4475767,"2020-177"
Centro de trabajo con más de 250 trabajadores,Privada,"Madrid, Calle, de la Princesa, 5, 28008",Madrid,Calle,de la Princesa,5,28008,439532,4475190,"2020-772"
Establecimiento dependiente de una Administración Pública,Pública,"Madrid, Calle, de la Princesa, 3, 28008",Madrid,Calle,de la Princesa,3,28008,439558,4475173,"2021-681"
Otros,Privada,"Madrid, Calle, de la Princesa, 2, 28008",Madrid,Calle,de la Princesa,2,28008,439587,4475113,"2022-146"
Grandes establecimientos comerciales con una superficie superior a 2500 m2,Privada,"Madrid, Calle, de la Princesa, 3, 28008",Madrid,Calle,de la Princesa,3,28008,439518,4475152,"2018-2843"
Establecimiento hotelero con más de 100 plazas,Privada,"Madrid, Calle, de la Princesa, 27, 28008",Madrid,Calle,de la Princesa,27,28008,439416,4475445,"2023-807"
Establecimiento hotelero con más de 100 plazas,Privada,"Madrid, Calle, de la Princesa, 27, 28008",Madrid,Calle,de la Princesa,27,28008,439416,4475445,"2023-808"
Establecimiento hotelero con más de 100 plazas,Privada,"Madrid, Calle, de la Princesa, 27, 28008",Madrid,Calle,de la Princesa,27,28008,439416,4475445,"2023-809"
Establecimiento dependiente de una Administración Pública,Pública,"Madrid, Calle, de la Princesa, 32, 28008",Madrid,Calle,de la Princesa,32,28008,439412,4475533,"2024-60"
Establecimiento dependiente de una Administración Pública,Pública,"Madrid, Calle, de la Princesa, 3, 28008",Madrid,Calle,de la Princesa,3,28008,439557,4475173,"2021-684"
Establecimiento dependiente de una Administración Pública,Pública,"Madrid, Calle, de la Princesa, 5, 28008",Madrid,Calle,de la Princesa,5,28008,439531,4475192,"2021-685"
Establecimiento dependiente de una Administración Pública,Pública,"Madrid, Calle, de la Princesa, 3, 28008",Madrid,Calle,de la Princesa,3,28008,439569,4475241,"2021-683"
Establecimiento dependiente de una Administración Pública,Pública,"Madrid, Calle, de la Princesa, 3, 28008",Madrid,Calle,de la Princesa,3,28008,439569,4475241,"2021-680"
Otros,Privada,"Madrid, Calle, de la Princesa, 31, 28008",Madrid,Calle,de la Princesa,31,28008,439379,4475509,"2024-720"
Establecimiento dependiente de una Administración Pública,Pública,"Madrid, Calle, de la Princesa, 3, 28008",Madrid,Calle,de la Princesa,3,28008,439557,4475173,"2021-682"
Establecimiento dependiente de una Administración Pública,Pública,"Madrid, Calle, de la Princesa, 3, 28008",Madrid,Calle,de la Princesa,3,28008,439558,4475173,"2021-679"
Establecimiento dependiente de una Administración Pública,Pública,"Madrid, Avda, de la Princesa Juana de Austria, 1, 28054",Madrid,Avda,de la Princesa Juana de Austria,1,28054,437246,4457597,"2018-2244"
"Instalación, centro o complejo deportivo con más de 500 usuarios diarios",Privada,"Madrid, Avda, de la Princesa Juana de Austria, 2, 28026",Madrid,Avda,de la Princesa Juana de Austria,2,28026,438829,4469304,"2022-1030"
Establecimiento dependiente de una Administración Pública,Pública,"Madrid, Avda, Principal, 6, 28011",Madrid,Avda,Principal,6,28011,437195,4473907,"2019-1307"
Establecimiento público con aforo igual o superior a 2000 personas,Pública,"Madrid, Avda, Principal, 8, 28011",Madrid,Avda,Principal,8,28011,437177,4473980,"2022-1081"
Establecimiento público con aforo igual o superior a 2000 personas,Privada,"Madrid, Calle, Principal de Provincias, 20, 28011",Madrid,Calle,Principal de Provincias,20,28011,437374,4473754,"2019-2904"
Establecimiento público con aforo igual o superior a 2000 personas,Privada,"Madrid, Calle, Principal de Provincias, 16, 28011",Madrid,Calle,Principal de Provincias,16,28011,437374,4473754,"2019-2905"
Otros,Privada,"Madrid, Calle, Principal de Provincias, 21, 28011",Madrid,Calle,Principal de Provincias,21,28011,437869,4473717,"2020-196"
Otros,Pública,"Madrid, Calle, del Príncipe, 14, 28012",Madrid,Calle,del Príncipe,14,28012,440575,4474122,"2021-260"
Establecimiento público con aforo igual o superior a 2000 personas,Pública,"Madrid, Calle, del Príncipe, 25, 28012",Madrid,Calle,del Príncipe,25,28012,440585,4474020,"2022-1046"
Centro de trabajo con más de 250 trabajadores,Privada,"Madrid, Calle, del Príncipe de Vergara, 135, 28002",Madrid,Calle,del Príncipe de Vergara,135,28002,442442,4477250,"2018-1302"
Centro de trabajo con más de 250 trabajadores,Privada,"Madrid, Calle, del Príncipe de Vergara, 135, 28002",Madrid,Calle,del Príncipe de Vergara,135,28002,442442,4477250,"2018-1304"
Centro de trabajo con más de 250 trabajadores,Privada,"Madrid, Calle, del Príncipe de Vergara, 187, 28002",Madrid,Calle,del Príncipe de Vergara,187,28002,442483,4477638,"2018-1447"
Centro de trabajo con más de 250 trabajadores,Privada,"Madrid, Calle, del Príncipe de Vergara, 187, 28002",Madrid,Calle,del Príncipe de Vergara,187,28002,442482,4477686,"2018-1448"
Centro de trabajo con más de 250 trabajadores,Privada,"Madrid, Calle, del Príncipe de Vergara, 187, 28002",Madrid,Calle,del Príncipe de Vergara,187,28002,442483,4477638,"2018-1449"
Centro de trabajo con más de 250 trabajadores,Privada,"Madrid, Calle, del Príncipe de Vergara, 187, 28002",Madrid,Calle,del Príncipe de Vergara,187,28002,442483,4477638,"2018-1305"
Centro de trabajo con más de 250 trabajadores,Privada,"Madrid, Calle, del Príncipe de Vergara, 187, 28002",Madrid,Calle,del Príncipe de Vergara,187,28002,442483,4477638,"2018-1388"
Centro educativo,Privada,"Madrid, Calle, del Príncipe de Vergara, 248, 28016",Madrid,Calle,del Príncipe de Vergara,248,28016,442698,4478317,"2018-1795"
Establecimiento público con aforo igual o superior a 2000 personas,Pública,"Madrid, Calle, del Príncipe de Vergara, 146, 28002",Madrid,Calle,del Príncipe de Vergara,146,28002,442527,4477495,"2018-1835"
Otros,Privada,"Madrid, Calle, del Príncipe de Vergara, 132, 28002",Madrid,Calle,del Príncipe de Vergara,132,28002,442511,4477190,"2018-2668"
Centro educativo,Privada,"Madrid, Calle, del Príncipe de Vergara, 108, 28002",Madrid,Calle,del Príncipe de Vergara,108,28002,442455,4476693,"2018-3011"
Centro educativo,Privada,"Madrid, Calle, del Príncipe de Vergara, 156, 28002",Madrid,Calle,del Príncipe de Vergara,156,28002,442542,4477706,"2018-3012"
Centro de trabajo con más de 250 trabajadores,Privada,"Madrid, Calle, del Príncipe de Vergara, 132, 28002",Madrid,Calle,del Príncipe de Vergara,132,28002,442512,4477190,"2019-152"
Otros,Privada,"Madrid, Calle, del Príncipe de Vergara, 248, 28016",Madrid,Calle,del Príncipe de Vergara,248,28016,442659,4478341,"2019-803"
Otros,Privada,"Madrid, Calle, del Príncipe de Vergara, 131, 28002",Madrid,Calle,del Príncipe de Vergara,131,28002,442427,4477115,"2019-531"
Centro educativo,Privada,"Madrid, Calle, del Príncipe de Vergara, 42, 28001",Madrid,Calle,del Príncipe de Vergara,42,28001,442376,4475493,"2019-2795"
Centro de trabajo con más de 250 trabajadores,Privada,"Madrid, Calle, del Príncipe de Vergara, 135, 28002",Madrid,Calle,del Príncipe de Vergara,135,28002,442442,4477250,"2019-896"
Instalaciones de transporte,Pública,"Madrid, Calle, del Príncipe de Vergara, 128, 28002",Madrid,Calle,del Príncipe de Vergara,128,28002,442506,4477509,"2018-2883"
Instalaciones de transporte,Pública,"Madrid, Calle, del Príncipe de Vergara, 128, 28002",Madrid,Calle,del Príncipe de Vergara,128,28002,442506,4477509,"2018-2882"
Instalaciones de transporte,Pública,"Madrid, Calle, del Príncipe de Vergara, 261, 28016",Madrid,Calle,del Príncipe de Vergara,261,28016,442584,4478656,"2018-2694"
Instalaciones de transporte,Pública,"Madrid, Calle, del Príncipe de Vergara, 204, 28002",Madrid,Calle,del Príncipe de Vergara,204,28002,442535,4477873,"2018-2881"
Centro de trabajo con más de 250 trabajadores,Privada,"Madrid, Calle, del Príncipe de Vergara, 125, 28002",Madrid,Calle,del Príncipe de Vergara,125,28002,442447,4477060,"2018-990"
Instalaciones de transporte,Pública,"Madrid, Calle, del Príncipe de Vergara, 204, 28002",Madrid,Calle,del Príncipe de Vergara,204,28002,442535,4477873,"2018-2880"
Centro de trabajo con más de 250 trabajadores,Privada,"Madrid, Calle, del Príncipe de Vergara, 125, 28002",Madrid,Calle,del Príncipe de Vergara,125,28002,442447,4477060,"2019-829"
Centro de trabajo con más de 250 trabajadores,Privada,"Madrid, Calle, del Príncipe de Vergara, 125, 28002",Madrid,Calle,del Príncipe de Vergara,125,28002,442447,4477060,"2018-988"
Establecimiento hotelero con más de 100 plazas,Privada,"Madrid, Calle, del Príncipe de Vergara, 92, 28006",Madrid,Calle,del Príncipe de Vergara,92,28006,442414,4476444,"2020-57"
Otros,Privada,"Madrid, Calle, del Príncipe de Vergara, 38, 28001",Madrid,Calle,del Príncipe de Vergara,38,28001,442340,4475370,"2019-2914"
Centro de trabajo con más de 250 trabajadores,Privada,"Madrid, Calle, del Príncipe de Vergara, 112",Madrid,Calle,del Príncipe de Vergara,112,,442449,4476785,"2021-150"
Otros,Privada,"Madrid, Calle, del Príncipe de Vergara, 131, 28002",Madrid,Calle,del Príncipe de Vergara,131,28002,442424,4477114,"2021-780"
Establecimiento público con aforo igual o superior a 2000 personas,Pública,"Madrid, Calle, del Príncipe de Vergara, 146, 28002",Madrid,Calle,del Príncipe de Vergara,146,28002,442533,4477490,"2021-251"
Establecimiento público con aforo igual o superior a 2000 personas,Pública,"Madrid, Calle, del Príncipe de Vergara, 146, 28002",Madrid,Calle,del Príncipe de Vergara,146,28002,442533,4477490,"2021-252"
"Instalación, centro o complejo deportivo con más de 500 usuarios diarios",Privada,"Madrid, Calle, del Príncipe de Vergara, 113, 28002",Madrid,Calle,del Príncipe de Vergara,113,28002,442392,4476870,"2021-49"
Otros,Privada,"Madrid, Calle, del Príncipe de Vergara, 211, 28002",Madrid,Calle,del Príncipe de Vergara,211,28002,442515,4478046,"2023-484"
Centro de trabajo con más de 250 trabajadores,Privada,"Madrid, Calle, del Príncipe de Vergara, 132, 28002",Madrid,Calle,del Príncipe de Vergara,132,28002,442517,4477187,"2023-519"
Centro de trabajo con más de 250 trabajadores,Pública,"Madrid, Calle, del Príncipe de Vergara, 140, 28002",Madrid,Calle,del Príncipe de Vergara,140,28002,442498,4477330,"2023-935"
Establecimiento hotelero con más de 100 plazas,Privada,"Madrid, Calle, del Príncipe de Vergara, 87, 28006",Madrid,Calle,del Príncipe de Vergara,87,28006,442373,4476398,"2023-925"
Otros,Privada,"Madrid, Calle, del Príncipe de Vergara, 136, 28002",Madrid,Calle,del Príncipe de Vergara,136,28002,442489,4477251,"2023-611"
Establecimiento dependiente de una Administración Pública,Pública,"Madrid, Calle, del Príncipe de Vergara, 154, 28002",Madrid,Calle,del Príncipe de Vergara,154,28002,442545,4477714,"2024-101"
Otros,Privada,"Madrid, Calle, del Príncipe de Vergara, 112, 28002",Madrid,Calle,del Príncipe de Vergara,112,28002,422448,4476782,"2024-403"
Otros,Privada,"Madrid, Calle, del Príncipe de Vergara, 125, 28002",Madrid,Calle,del Príncipe de Vergara,125,28002,442420,4477062,"2024-584"
Otros,Privada,"Madrid, Calle, del Príncipe de Vergara, 125, 28002",Madrid,Calle,del Príncipe de Vergara,125,28002,442420,4477062,"2024-585"
"Instalación, centro o complejo deportivo con más de 500 usuarios diarios",Privada,"Madrid, Calle, del Príncipe de Vergara, 211, 28002",Madrid,Calle,del Príncipe de Vergara,211,28002,442515,4478046,"2024-520"
Centro educativo,Privada,"Madrid, Calle, del Profesor Waksman, 14, 28036",Madrid,Calle,del Profesor Waksman,14,28036,441712,4478577,"2024-879"
Instalaciones de transporte,Pública,"Madrid, Plaza, de la Prosperidad, 5, 28002",Madrid,Plaza,de la Prosperidad,5,28002,442769,4477278,"2018-3002"
Centro educativo,Privada,"Madrid, Calle, de la Puebla, 20, 28004",Madrid,Calle,de la Puebla,20,28004,440315,4474894,"2019-2444"
Centro educativo,Privada,"Madrid, Calle, de Puebla de Sanabria, 20, 28021",Madrid,Calle,de Puebla de Sanabria,20,28021,439821,4466897,"2024-160"
Otros,Privada,"Madrid, Calle, del Valle de laciana, 46, 28034",Madrid,Calle,del Valle de laciana,46,28034,440024,4482373,"2023-428"
Instalaciones de transporte,Pública,"Madrid, Gta, del Valle de Oro, 28019",Madrid,Gta,del Valle de Oro,,28019,437937,4471126,"2018-3118"
Instalaciones de transporte,Pública,"Madrid, Gta, del Valle de Oro, 2, 28019",Madrid,Gta,del Valle de Oro,2,28019,437937,4471126,"2018-3119"
Otros,Privada,"Madrid, Calle, del Valle de Tobalina, 58, 28021",Madrid,Calle,del Valle de Tobalina,58,28021,439653,4465806,"2019-2620"
Instalaciones de transporte,Pública,"Madrid, Calle, del Valle de Tobalina, 0, 28021",Madrid,Calle,del Valle de Tobalina,0,28021,439467,4465847,"2018-3090"
Otros,Privada,"Madrid, Calle, del Valle de Toranzo, 3, 28023",Madrid,Calle,del Valle de Toranzo,3,28023,432544,4480075,"2022-1449"
Otros,Privada,"Paracuellos de Jarama, Calle, Ajalvir, 7,5, 28860",Paracuellos de Jarama,Calle,Ajalvir,"7,5",28860,450073,4483579,"2021-742"
Otros,Pública,"Villanueva del Pardillo, Plaza, Mister Lodge, 3, 28229",Villanueva del Pardillo,Plaza,Mister Lodge,3,28229,420315,4482463,"2021-707"
Establecimiento dependiente de una Administración Pública,Pública,"Villanueva del Pardillo, Plaza, Mayor, 1, 28229",Villanueva del Pardillo,Plaza,Mayor,1,28229,418267,4482655,"2018-2"
Establecimiento dependiente de una Administración Pública,Pública,"Villanueva del Pardillo, Plaza, Mayor, 1, 28229",Villanueva del Pardillo,Plaza,Mayor,1,28229,418267,4482656,"2021-632"
Otros,Privada,"Campo Real, Avda, de la Circunvalación, 4, 28510",Campo Real,Avda,de la Circunvalación,4,28510,481062,4449432,"2022-1424"
Otros,Privada,"Madrid, Calle, del General Lacy, 23, 28045",Madrid,Calle,del General Lacy,23,28045,441417,4472533,"2018-1213"
Otros,Privada,"Madrid, Calle, del General Lacy, 23, 28045",Madrid,Calle,del General Lacy,23,28045,441395,4472548,"2018-1212"
Centro de trabajo con más de 250 trabajadores,Privada,"Madrid, Calle, del General Lacy, 23, 28045",Madrid,Calle,del General Lacy,23,28045,441407,4472538,"2023-759"
Establecimiento dependiente de una Administración Pública,Pública,"Madrid, Calle, del General Oraá, 15, 28006",Madrid,Calle,del General Oraá,15,28006,441825,4476421,"2019-844"
Otros,Privada,"Madrid, Avda, del General Perón, 27, 28020",Madrid,Avda,del General Perón,27,28020,441126,4478303,"2018-66"
Grandes establecimientos comerciales con una superficie superior a 2500 m2,Privada,"Madrid, Avda, del General Perón, 40, 28020",Madrid,Avda,del General Perón,40,28020,441332,4478121,"2019-633"
Grandes establecimientos comerciales con una superficie superior a 2500 m2,Privada,"Madrid, Avda, del General Perón, 40, 28020",Madrid,Avda,del General Perón,40,28020,441331,4478127,"2019-626"
Centro de trabajo con más de 250 trabajadores,Pública,"Madrid, Avda, del General Perón, 40, 28020",Madrid,Avda,del General Perón,40,28020,441282,4478103,"2019-131"
Centro de trabajo con más de 250 trabajadores,Privada,"Madrid, Avda, del General Perón, 38, 28020",Madrid,Avda,del General Perón,38,28020,441236,4478149,"2019-972"
Establecimiento dependiente de una Administración Pública,Pública,"Madrid, Avda, del General Perón, 38, 28020",Madrid,Avda,del General Perón,38,28020,441237,4478149,"2018-1346"
Centro de trabajo con más de 250 trabajadores,Pública,"Madrid, Avda, del General Perón, 38, 28020",Madrid,Avda,del General Perón,38,28020,441239,4478147,"2020-839"
Establecimiento dependiente de una Administración Pública,Pública,"Madrid, Avda, del General Perón, 38, 28020",Madrid,Avda,del General Perón,38,28020,441236,4478149,"2024-833"
Instalaciones de transporte,Pública,"Madrid, Calle, del Maestro Ángel Llorca, 17, 28003",Madrid,Calle,del Maestro Ángel Llorca,17,28003,439449,4477465,"2018-3088"
Instalaciones de transporte,Pública,"Madrid, Calle, del Maestro Ángel Llorca, 17, 28003",Madrid,Calle,del Maestro Ángel Llorca,17,28003,439449,4477465,"2018-3086"
Centro educativo,Privada,"Madrid, Calle, de Blas Cabrera, 50, 28044",Madrid,Calle,de Blas Cabrera,50,28044,434279,4469989,"2018-1321"
Otros,Privada,"Madrid, Calle, de Blas Cabrera, 88, 28044",Madrid,Calle,de Blas Cabrera,88,28044,435086,4469978,"2022-198"
Centro educativo,Pública,"Madrid, Calle, de Blas Cabrera, 90, 28044",Madrid,Calle,de Blas Cabrera,90,28044,435306,4470219,"2023-308"
Centro educativo,Pública,"Madrid, Calle, de Blas Cabrera, 90, 28044",Madrid,Calle,de Blas Cabrera,90,28044,435306,4470219,"2023-314"
Otros,Privada,"Madrid, Calle, de San Germán, 10, 28020",Madrid,Calle,de San Germán,10,28020,441267,4478654,"2022-996"
Otros,Privada,"Madrid, Calle, de San Germán, 20, 28020",Madrid,Calle,de San Germán,20,28020,441239,4478870,"2024-264"
Centro educativo,Privada,"Madrid, Calle, del Genil, 11, 28002",Madrid,Calle,del Genil,11,28002,442251,4477804,"2018-2757"
