codigo_dea,tipo_establecimiento,tipo_titularidad,direccion_completa,direccion_via_codigo,direccion_via_nombre,direccion_portal_numero,direccion_codigo_postal,municipio_nombre,direccion_coordenada_x,direccion_coordenada_y
2017-161,Otros,Privada,Paseo de las Doce Estrellas 4 28042 Madrid,Paseo,de las Doce Estrellas,4,28042,Madrid,447846,4479172.0
2017-151,Otros,Privada,Paseo de las Doce Estrellas 4 28042 Madrid,Paseo,de las Doce Estrellas,4,28042,Madrid,447845,4479172.0
2024-405,Centro de trabajo con más de 250 trabajadores,Privada,Paseo de las Doce Estrellas 5 28042 Madrid,Paseo,de las Doce Estrellas,5,28042,Madrid,447832,4479208.0
2018-772,Otros,Pública,Avda del Doctor Arce 37 28002 Madrid,Avda,del Doctor Arce,37,28002,Madrid,442317,4477728.0
2024-198,Otros,Privada,Calle del Doctor Castelo 49 28009 Madrid,Calle,del Doctor Castelo,49,28009,Madrid,443048,4474638.0
2019-937,Establecimiento hotelero con más de 100 plazas,Privada,Calle del Doctor Cortezo 10 28012 Madrid,Calle,del Doctor Cortezo,10,28012,Madrid,440271,4473840.0
2023-814,Grandes establecimientos comerciales con una superficie superior a 2500 m2,Privada,Calle del Doctor Cortezo 6 28012 Madrid,Calle,del Doctor Cortezo,6,28012,Madrid,440284,4473898.0
2024-73,Establecimiento hotelero con más de 100 plazas,Privada,Calle del Doctor Cortezo 3 28012 Madrid,Calle,del Doctor Cortezo,3,28012,Madrid,440304,4473912.0
2018-2554,Otros,Privada,Calle del Clavo 1 28522 Rivas-Vaciamadrid,Calle,del Clavo,1,28522,Rivas-Vaciamadrid,454269,4466582.0
2018-2555,Otros,Privada,Calle del Clavo 1 28522 Rivas-Vaciamadrid,Calle,del Clavo,1,28522,Rivas-Vaciamadrid,454212,4466597.0
2019-589,Centro educativo,Pública,Avda de Covibar 4 28523 Rivas-Vaciamadrid,Avda,de Covibar,4,28523,Rivas-Vaciamadrid,453713,4468327.0
2019-539,Establecimiento dependiente de una Administración Pública,Pública,Avda de Covibar 10 28523 Rivas-Vaciamadrid,Avda,de Covibar,10,28523,Rivas-Vaciamadrid,453370,4468395.0
2018-1103,"Instalación, centro o complejo deportivo con más de 500 usuarios diarios",Pública,Avda de Covibar 8 28523 Rivas-Vaciamadrid,Avda,de Covibar,8,28523,Rivas-Vaciamadrid,453277,4467813.0
2023-652,Establecimiento dependiente de una Administración Pública,Pública,Avda de Covibar 4 28523 Rivas-Vaciamadrid,Avda,de Covibar,4,28523,Rivas-Vaciamadrid,453173,4468326.0
2023-646,Establecimiento dependiente de una Administración Pública,Pública,Avda de Covibar 2 28523 Rivas-Vaciamadrid,Avda,de Covibar,2,28523,Rivas-Vaciamadrid,453239,4468260.0
2023-627,Establecimiento dependiente de una Administración Pública,Pública,Avda de Covibar 10 28523 Rivas-Vaciamadrid,Avda,de Covibar,10,28523,Rivas-Vaciamadrid,453388,4468394.0
2022-1303,Otros,Privada,Calle del Electrodo 52 28522 Rivas-Vaciamadrid,Calle,del Electrodo,52,28522,Rivas-Vaciamadrid,454052,4466567.0
2022-1302,Otros,Privada,Calle del Electrodo 52 28522 Rivas-Vaciamadrid,Calle,del Electrodo,52,28522,Rivas-Vaciamadrid,454054,4466592.0
2023-653,Establecimiento dependiente de una Administración Pública,Pública,Calle del Electrodo 1 28522 Rivas-Vaciamadrid,Calle,del Electrodo,1,28522,Rivas-Vaciamadrid,453460,4467232.0
2023-639,Establecimiento dependiente de una Administración Pública,Pública,Calle del Electrodo 1 28522 Rivas-Vaciamadrid,Calle,del Electrodo,1,28522,Rivas-Vaciamadrid,453467,4467208.0
2018-268,Establecimiento dependiente de una Administración Pública,Pública,Calle de la Fundición 1 28523 Rivas-Vaciamadrid,Calle,de la Fundición,1,28523,Rivas-Vaciamadrid,453798,4467361.0
2019-542,Establecimiento dependiente de una Administración Pública,Pública,Calle de la Fundición 0 28522 Rivas-Vaciamadrid,Calle,de la Fundición,0,28522,Rivas-Vaciamadrid,453664,4467340.0
2018-153,Centro educativo,Privada,Calle de Junkal 4 28522 Rivas-Vaciamadrid,Calle,de Junkal,4,28522,Rivas-Vaciamadrid,454095,4467546.0
2022-316,"Instalación, centro o complejo deportivo con más de 500 usuarios diarios",Privada,Calle de la Verdad 20 28019 Madrid,Calle,de la Verdad,20,28019,Madrid,439128,4471536.0
2021-860,Establecimiento dependiente de una Administración Pública,Pública,Calle de la Ciudad de Atenas 10 28840 Mejorada del Campo,Calle,de la Ciudad de Atenas,10,28840,Mejorada del Campo,459078,4472058.0
2021-880,Establecimiento dependiente de una Administración Pública,Pública,Calle de la Ciudad de Berlín 1 28840 Mejorada del Campo,Calle,de la Ciudad de Berlín,1,28840,Mejorada del Campo,459066,4472044.0
2017-53,Centro educativo,Pública,Calle de la Ciudad de París 24 28840 Mejorada del Campo,Calle,de la Ciudad de París,24,28840,Mejorada del Campo,459206,4471913.0
2021-783,Establecimiento dependiente de una Administración Pública,Pública,Plaza de España 1 28840 Mejorada del Campo,Plaza,de España,1,28840,Mejorada del Campo,458556,4471949.0
2021-791,Establecimiento dependiente de una Administración Pública,Pública,Calle de Federico García Lorca 7 28840 Mejorada del Campo,Calle,de Federico García Lorca,7,28840,Mejorada del Campo,458656,4472072.0
2018-1736,"Instalación, centro o complejo deportivo con más de 500 usuarios diarios",Privada,Calle de la Madera 19 28523 Rivas-Vaciamadrid,Calle,de la Madera,19,28523,Rivas-Vaciamadrid,453697,4467262.0
2019-592,Centro educativo,Pública,Calle de los Picos de Urbión 29 28522 Rivas-Vaciamadrid,Calle,de los Picos de Urbión,29,28522,Rivas-Vaciamadrid,455192,4469377.0
2022-1396,Instalaciones de transporte,Privada,Paseo Ferrocarril 0 28523 Rivas-Vaciamadrid,Paseo,Ferrocarril,0,28523,Rivas-Vaciamadrid,453533,4468609.0
2024-172,Otros,Privada,Avda de los Sauces 61 28935 Móstoles,Avda,de los Sauces,61,28935,Móstoles,420752,4462596.0
2018-1772,Otros,Privada,Calle de Víctor Andrés Belaúnde 2 28016 Madrid,Calle,de Víctor Andrés Belaúnde,2,28016,Madrid,442434,4478415.0
2023-485,Otros,Privada,Calle de Víctor Andrés Belaúnde 36 28016 Madrid,Calle,de Víctor Andrés Belaúnde,36,28016,Madrid,442356,4478721.0
2018-1628,Otros,Privada,Calle de la Victoria 32 28023 Madrid,Calle,de la Victoria,32,28023,Madrid,430526,4480101.0
2019-632,Centro de trabajo con más de 250 trabajadores,Privada,Avda de la Victoria 35 28023 Madrid,Avda,de la Victoria,35,28023,Madrid,426921,4481755.0
2018-3158,Otros,Privada,Avda de la Victoria 50 28023 Madrid,Avda,de la Victoria,50,28023,Madrid,430312,4480231.0
2022-115,"Instalación, centro o complejo deportivo con más de 500 usuarios diarios",Privada,Avda de la Victoria 2 28023 Madrid,Avda,de la Victoria,2,28023,Madrid,430958,4479973.0
2019-2698,Otros,Privada,Calle Mirador 2 28521 Rivas-Vaciamadrid,Calle,Mirador,2,28521,Rivas-Vaciamadrid,456530,4463824.0
2018-269,Establecimiento dependiente de una Administración Pública,Pública,Calle Crisol 1 28522 Rivas-Vaciamadrid,Calle,Crisol,1,28522,Rivas-Vaciamadrid,453819,4466974.0
2023-633,Establecimiento dependiente de una Administración Pública,Pública,Calle Crisol 3 28522 Rivas-Vaciamadrid,Calle,Crisol,3,28522,Rivas-Vaciamadrid,453848,4466995.0
2023-655,Establecimiento dependiente de una Administración Pública,Pública,Calle Crisol 1 28522 Rivas-Vaciamadrid,Calle,Crisol,1,28522,Rivas-Vaciamadrid,453817,4466974.0
2022-68,Otros,Privada,Calle de la Cañada Real Galiana 0 28523 Rivas-Vaciamadrid,Calle,de la Cañada Real Galiana,0,28523,Rivas-Vaciamadrid,450903,4465914.0
2022-1397,Instalaciones de transporte,Privada,Paseo Estación 0 28523 Rivas-Vaciamadrid,Paseo,Estación,0,28523,Rivas-Vaciamadrid,455428,4465775.0
2018-1171,Centro educativo,Privada,Avda Bularas 1 28224 Pozuelo de Alarcón,Avda,Bularas,1,28224,Pozuelo de Alarcón,431176,4477666.0
2019-2891,Centro educativo,Privada,Avda Bularas 1 28224 Pozuelo de Alarcón,Avda,Bularas,1,28224,Pozuelo de Alarcón,431177,4477663.0
2020-587,Centro educativo,Privada,Avda Bularas 4 28224 Pozuelo de Alarcón,Avda,Bularas,4,28224,Pozuelo de Alarcón,431102,4477703.0
2020-588,Centro educativo,Privada,Avda Bularas 4 28224 Pozuelo de Alarcón,Avda,Bularas,4,28224,Pozuelo de Alarcón,431102,4477698.0
2017-165,Centro educativo,Privada,Avda Bularas 2 28224 Pozuelo de Alarcón,Avda,Bularas,2,28224,Pozuelo de Alarcón,431208,4477744.0
2023-65,Centro educativo,Privada,Avda Bularas 2 28224 Pozuelo de Alarcón,Avda,Bularas,2,28224,Pozuelo de Alarcón,431216,4477809.0
2019-2423,Otros,Pública,Calle Vía Lusitana 21 28025 Madrid,Calle,Vía Lusitana,21,28025,Madrid,437960,4469667.0
2024-388,"Instalación, centro o complejo deportivo con más de 500 usuarios diarios",Privada,Calle Vía Lusitana 5 28025 Madrid,Calle,Vía Lusitana,5,28025,Madrid,438548,4470308.0
2024-389,"Instalación, centro o complejo deportivo con más de 500 usuarios diarios",Privada,Calle Vía Lusitana 5 28025 Madrid,Calle,Vía Lusitana,5,28025,Madrid,438548,4470308.0
2024-387,"Instalación, centro o complejo deportivo con más de 500 usuarios diarios",Privada,Calle Vía Lusitana 5 28025 Madrid,Calle,Vía Lusitana,5,28025,Madrid,438548,4470308.0
2024-390,"Instalación, centro o complejo deportivo con más de 500 usuarios diarios",Privada,Calle Vía Lusitana 5 28025 Madrid,Calle,Vía Lusitana,5,28025,Madrid,438548,4470308.0
2019-453,Centro educativo,Privada,Calle de Quintiliano 3 28002 Madrid,Calle,de Quintiliano,3,28002,Madrid,442661,4477011.0
2018-2200,Centro educativo,Privada,Calle de Rafael Calvo 12 28010 Madrid,Calle,de Rafael Calvo,12,28010,Madrid,440986,4476143.0
2020-254,Otros,Privada,Calle de Rafael Calvo 8 28010 Madrid,Calle,de Rafael Calvo,8,28010,Madrid,440915,4476116.0
2023-270,"Instalación, centro o complejo deportivo con más de 500 usuarios diarios",Privada,Calle de Rafael Calvo 15 28010 Madrid,Calle,de Rafael Calvo,15,28010,Madrid,441208,4476374.0
2024-200,Otros,Privada,Calle de Rafael Calvo 5 28010 Madrid,Calle,de Rafael Calvo,5,28010,Madrid,440908,4476138.0
2018-684,Establecimiento dependiente de una Administración Pública,Pública,Calle de Rafael Finat 48 28044 Madrid,Calle,de Rafael Finat,48,28044,Madrid,434512,4470027.0
2019-2908,Otros,Privada,Avda de Rafaela Ybarra 75 28026 Madrid,Avda,de Rafaela Ybarra,75,28026,Madrid,439591,4470020.0
2022-286,Establecimiento dependiente de una Administración Pública,Pública,Avda de Rafaela Ybarra 52 28026 Madrid,Avda,de Rafaela Ybarra,52,28026,Madrid,439511,4469706.0
2022-251,Establecimiento dependiente de una Administración Pública,Pública,Avda de Rafaela Ybarra 52 28026 Madrid,Avda,de Rafaela Ybarra,52,28026,Madrid,439511,4469706.0
2024-645,Centro educativo,Privada,Avda de Rafaela Ybarra 73 28026 Madrid,Avda,de Rafaela Ybarra,73,28026,Madrid,439732,4470092.0
2018-863,Centro de trabajo con más de 250 trabajadores,Privada,Calle de Raimundo Fernández Villaverde 65 28003 Madrid,Calle,de Raimundo Fernández Villaverde,65,28003,Madrid,441140,4477565.0
2018-889,Centro de trabajo con más de 250 trabajadores,Privada,Calle de Raimundo Fernández Villaverde 57 28003 Madrid,Calle,de Raimundo Fernández Villaverde,57,28003,Madrid,440962,4477648.0
2018-865,Centro de trabajo con más de 250 trabajadores,Privada,Calle de Raimundo Fernández Villaverde 65 28003 Madrid,Calle,de Raimundo Fernández Villaverde,65,28003,Madrid,441141,4477565.0
2020-585,Otros,Privada,Calle de Raimundo Fernández Villaverde 43 28003 Madrid,Calle,de Raimundo Fernández Villaverde,43,28003,Madrid,440807,4477583.0
2022-983,"Instalación, centro o complejo deportivo con más de 500 usuarios diarios",Privada,Calle de Raimundo Fernández Villaverde 10 28003 Madrid,Calle,de Raimundo Fernández Villaverde,10,28003,Madrid,440426,4477563.0
2017-324,Establecimiento dependiente de una Administración Pública,Pública,Calle de Raimundo Fernández Villaverde 32 28003 Madrid,Calle,de Raimundo Fernández Villaverde,32,28003,Madrid,440731,4477507.0
2023-349,Establecimiento dependiente de una Administración Pública,Pública,Calle de Raimundo Fernández Villaverde 8 28003 Madrid,Calle,de Raimundo Fernández Villaverde,8,28003,Madrid,440408,4477562.0
2024-1032,Otros,Privada,Calle de Raimundo Fernández Villaverde 42 28003 Madrid,Calle,de Raimundo Fernández Villaverde,42,28003,Madrid,440848,4477479.0
2020-566,Centro de trabajo con más de 250 trabajadores,Privada,Calle de Ramírez de Prado 5 28045 Madrid,Calle,de Ramírez de Prado,5,28045,Madrid,441518,4472330.0
2020-567,Centro de trabajo con más de 250 trabajadores,Privada,Calle de Ramírez de Prado 5 28045 Madrid,Calle,de Ramírez de Prado,5,28045,Madrid,441518,4472330.0
2020-569,Centro de trabajo con más de 250 trabajadores,Privada,Calle de Ramírez de Prado 5 28045 Madrid,Calle,de Ramírez de Prado,5,28045,Madrid,441518,4472330.0
2020-565,Centro de trabajo con más de 250 trabajadores,Privada,Calle de Ramírez de Prado 5 28045 Madrid,Calle,de Ramírez de Prado,5,28045,Madrid,441518,4472330.0
2020-568,Centro de trabajo con más de 250 trabajadores,Privada,Calle de Ramírez de Prado 5 28045 Madrid,Calle,de Ramírez de Prado,5,28045,Madrid,441518,4472330.0
2017-174,Centro de trabajo con más de 250 trabajadores,Pública,Calle de Ramiro de Maeztu 9 28040 Madrid,Calle,de Ramiro de Maeztu,9,28040,Madrid,438794,4477697.0
2018-1149,Centro de trabajo con más de 250 trabajadores,Pública,Calle de Ramiro de Maeztu 7 28040 Madrid,Calle,de Ramiro de Maeztu,7,28040,Madrid,439011,4477823.0
2019-2825,Otros,Privada,Calle de Ramiro de Maeztu 8 28040 Madrid,Calle,de Ramiro de Maeztu,8,28040,Madrid,438879,4477833.0
2021-794,Establecimiento dependiente de una Administración Pública,Pública,Plaza de la Ilustración 9 28840 Mejorada del Campo,Plaza,de la Ilustración,9,28840,Mejorada del Campo,459006,4471899.0
2021-858,"Instalación, centro o complejo deportivo con más de 500 usuarios diarios",Pública,Calle de Joan Miró 1 28840 Mejorada del Campo,Calle,de Joan Miró,1,28840,Mejorada del Campo,459280,4471488.0
2021-884,Establecimiento dependiente de una Administración Pública,Pública,Calle de Joan Miró 1 28840 Mejorada del Campo,Calle,de Joan Miró,1,28840,Mejorada del Campo,459301,4471414.0
2021-932,"Instalación, centro o complejo deportivo con más de 500 usuarios diarios",Pública,Calle de Joan Miró 1 28840 Mejorada del Campo,Calle,de Joan Miró,1,28840,Mejorada del Campo,459281,4471345.0
2021-792,Establecimiento dependiente de una Administración Pública,Pública,Calle de Miguel Hernández 6 28840 Mejorada del Campo,Calle,de Miguel Hernández,6,28840,Mejorada del Campo,458820,4471755.0
2021-899,Establecimiento dependiente de una Administración Pública,Pública,Calle de Miguel Hernández 17 28840 Mejorada del Campo,Calle,de Miguel Hernández,17,28840,Mejorada del Campo,459074,4471807.0
2021-933,"Instalación, centro o complejo deportivo con más de 500 usuarios diarios",Pública,Plaza del Progreso 2 28840 Mejorada del Campo,Plaza,del Progreso,2,28840,Mejorada del Campo,458861,4471878.0
2021-787,Establecimiento dependiente de una Administración Pública,Pública,Plaza del Progreso 1 28840 Mejorada del Campo,Plaza,del Progreso,1,28840,Mejorada del Campo,458868,4471843.0
2023-539,"Instalación, centro o complejo deportivo con más de 500 usuarios diarios",Privada,Calle la Solana 3 28224 Pozuelo de Alarcón,Calle,la Solana,3,28224,Pozuelo de Alarcón,432816,4473848.0
2021-371,Otros,Privada,Avda Monte Alina 2 28223 Pozuelo de Alarcón,Avda,Monte Alina,2,28223,Pozuelo de Alarcón,428629,4474867.0
2018-2125,Centro de trabajo con más de 250 trabajadores,Privada,Calle Marcelino Camacho 14 28938 Móstoles,Calle,Marcelino Camacho,14,28938,Móstoles,425980,4462780.0
2021-351,Otros,Privada,Calle Marcelino Camacho 20 28938 Móstoles,Calle,Marcelino Camacho,20,28938,Móstoles,426131,4463050.0
2024-164,Centro educativo,Privada,Calle Camino Nuevo 0 28792 Miraflores de la Sierra,Calle,Camino Nuevo,0,28792,Miraflores de la Sierra,435263,4517901.0
2019-590,Centro educativo,Pública,Calle de San Sebastián 1 28523 Rivas-Vaciamadrid,Calle,de San Sebastián,1,28523,Rivas-Vaciamadrid,454424,4469236.0
2023-651,Establecimiento dependiente de una Administración Pública,Pública,Calle de San Sebastián 1 28523 Rivas-Vaciamadrid,Calle,de San Sebastián,1,28523,Rivas-Vaciamadrid,454423,4469236.0
2019-1667,Centro educativo,Pública,Cmno de la Partija 0 28523 Rivas-Vaciamadrid,Cmno,de la Partija,0,28523,Rivas-Vaciamadrid,453394,4469094.0
2019-2505,Grandes establecimientos comerciales con una superficie superior a 2500 m2,Privada,Avda de la Técnica 0 28529 Rivas-Vaciamadrid,Avda,de la Técnica,0,28529,Rivas-Vaciamadrid,454654,4465690.0
2021-928,Establecimiento dependiente de una Administración Pública,Privada,Avda de la Técnica 21 28522 Rivas-Vaciamadrid,Avda,de la Técnica,21,28522,Rivas-Vaciamadrid,453995,4466406.0
2018-1108,"Instalación, centro o complejo deportivo con más de 500 usuarios diarios",Pública,Avda de la Técnica 10 28522 Rivas-Vaciamadrid,Avda,de la Técnica,10,28522,Rivas-Vaciamadrid,453624,4466906.0
2023-621,Establecimiento dependiente de una Administración Pública,Pública,Avda de la Técnica 12 28522 Rivas-Vaciamadrid,Avda,de la Técnica,12,28522,Rivas-Vaciamadrid,453811,4466661.0
2024-564,Grandes establecimientos comerciales con una superficie superior a 2500 m2,Privada,Avda de la Técnica 0 28529 Rivas-Vaciamadrid,Avda,de la Técnica,0,28529,Rivas-Vaciamadrid,454464,4466077.0
2018-1364,Otros,Privada,"Calle José Echegaray 8 28232 Rozas de Madrid, Las",Calle,José Echegaray,8,28232,"Rozas de Madrid, Las",424630,4486168.0
2018-353,Centro de trabajo con más de 250 trabajadores,Privada,"Calle José Echegaray 8 28232 Rozas de Madrid, Las",Calle,José Echegaray,8,28232,"Rozas de Madrid, Las",424629,4486168.0
2019-2094,Establecimiento público con aforo igual o superior a 2000 personas,Privada,"Calle José Echegaray 6 28232 Rozas de Madrid, Las",Calle,José Echegaray,6,28232,"Rozas de Madrid, Las",424560,4486024.0
2019-272,Establecimiento dependiente de una Administración Pública,Pública,"Calle José Echegaray 10 28232 Rozas de Madrid, Las",Calle,José Echegaray,10,28232,"Rozas de Madrid, Las",423495,4485868.0
2019-2615,Centro de trabajo con más de 250 trabajadores,Privada,"Calle José Echegaray 20 28232 Rozas de Madrid, Las",Calle,José Echegaray,20,28232,"Rozas de Madrid, Las",424582,4486543.0
2020-783,Centro de trabajo con más de 250 trabajadores,Privada,"Calle José Echegaray 8 28232 Rozas de Madrid, Las",Calle,José Echegaray,8,28232,"Rozas de Madrid, Las",424645,4486159.0
2020-784,Centro de trabajo con más de 250 trabajadores,Privada,"Calle José Echegaray 8 28232 Rozas de Madrid, Las",Calle,José Echegaray,8,28232,"Rozas de Madrid, Las",424645,4486159.0
2020-785,Centro de trabajo con más de 250 trabajadores,Privada,"Calle José Echegaray 8 28232 Rozas de Madrid, Las",Calle,José Echegaray,8,28232,"Rozas de Madrid, Las",424645,4486159.0
2019-2916,Otros,Privada,"Calle José Echegaray 9 28232 Rozas de Madrid, Las",Calle,José Echegaray,9,28232,"Rozas de Madrid, Las",424514,4486080.0
2022-1175,Centro de trabajo con más de 250 trabajadores,Privada,"Calle José Echegaray 20 28232 Rozas de Madrid, Las",Calle,José Echegaray,20,28232,"Rozas de Madrid, Las",424671,4486747.0
2023-233,Centro de trabajo con más de 250 trabajadores,Pública,"Calle José Echegaray 4 28232 Rozas de Madrid, Las",Calle,José Echegaray,4,28232,"Rozas de Madrid, Las",424552,4486091.0
2023-586,Centro de trabajo con más de 250 trabajadores,Privada,"Calle José Echegaray 7 28232 Rozas de Madrid, Las",Calle,José Echegaray,7,28232,"Rozas de Madrid, Las",424342,4485874.0
2024-286,Centro de trabajo con más de 250 trabajadores,Privada,"Calle José Echegaray 1 28232 Rozas de Madrid, Las",Calle,José Echegaray,1,28232,"Rozas de Madrid, Las",424159,4485627.0
2024-957,Centro de trabajo con más de 250 trabajadores,Privada,"Calle José Echegaray 8 28232 Rozas de Madrid, Las",Calle,José Echegaray,8,28232,"Rozas de Madrid, Las",424630,4486166.0
2018-2030,Otros,Privada,"Calle Juan Ramón Jiménez 3 28232 Rozas de Madrid, Las",Calle,Juan Ramón Jiménez,3,28232,"Rozas de Madrid, Las",424018,4485411.0
2023-88,Otros,Privada,"Calle Juan Ramón Jiménez 3 28232 Rozas de Madrid, Las",Calle,Juan Ramón Jiménez,3,28232,"Rozas de Madrid, Las",423709,4485698.0
2024-342,Otros,Privada,"Calle Juan Ramón Jiménez 3 28232 Rozas de Madrid, Las",Calle,Juan Ramón Jiménez,3,28232,"Rozas de Madrid, Las",423603,4485721.0
2018-1525,Grandes establecimientos comerciales con una superficie superior a 2500 m2,Privada,"Calle Camilo José Cela 2 28232 Rozas de Madrid, Las",Calle,Camilo José Cela,2,28232,"Rozas de Madrid, Las",424027,4485358.0
2021-674,"Instalación, centro o complejo deportivo con más de 500 usuarios diarios",Privada,"Calle Camilo José Cela 2 28232 Rozas de Madrid, Las",Calle,Camilo José Cela,2,28232,"Rozas de Madrid, Las",423850,4485487.0
2022-1401,"Instalación, centro o complejo deportivo con más de 500 usuarios diarios",Privada,"Calle Camilo José Cela 2 28232 Rozas de Madrid, Las",Calle,Camilo José Cela,2,28232,"Rozas de Madrid, Las",423907,4485505.0
2018-1370,Centro de trabajo con más de 250 trabajadores,Privada,"Calle Gabriel García Márquez 2 28232 Rozas de Madrid, Las",Calle,Gabriel García Márquez,2,28232,"Rozas de Madrid, Las",424789,4486580.0
2019-63,Centro de trabajo con más de 250 trabajadores,Privada,"Calle Gabriel García Márquez 1 28232 Rozas de Madrid, Las",Calle,Gabriel García Márquez,1,28232,"Rozas de Madrid, Las",424772,4486386.0
2021-352,Centro de trabajo con más de 250 trabajadores,Privada,"Calle Gabriel García Márquez 1 28232 Rozas de Madrid, Las",Calle,Gabriel García Márquez,1,28232,"Rozas de Madrid, Las",424772,4486386.0
2019-64,Centro de trabajo con más de 250 trabajadores,Privada,"Calle Gabriel García Márquez 1 28232 Rozas de Madrid, Las",Calle,Gabriel García Márquez,1,28232,"Rozas de Madrid, Las",424772,4486386.0
2018-1619,Otros,Privada,"Calle Jacinto Benavente 2 28232 Rozas de Madrid, Las",Calle,Jacinto Benavente,2,28232,"Rozas de Madrid, Las",444223,4484879.0
